Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter,mpact Parameter Upper,Impact Parameter Lower,Transit Duration Upper,Transit Depth Upper,Planetary Radius Lower,Equilibrium Temperature,Insolation Flux Lower ,TCE Planet Number,Stellar Effective Temperature,Stellar Effective Temperature Upper,Stellar Radius,Disposition Using Kepler Data
1.0,0,0,0,0,0.17,0.201,-0.17,0.0296,17.2,-0.1,585.0,-4.93,1.0,4072.0,73.0,0.57,0
1.0,0,0,0,0,0.008,0.387,-0.008,0.0413,18.5,-0.09,509.0,-2.83,2.0,4072.0,73.0,0.57,0
0.0,0,0,0,0,0.897,0.16,-0.072,0.0165,198.0,-1.96,723.0,-16.72,1.0,5875.0,140.0,0.809,0
0.573,0,1,0,0,0.95,0.007,-0.668,0.0947,14.0,-0.63,742.0,-38.29,1.0,5670.0,280.0,1.264,1
1.0,0,0,0,0,0.67,0.028,-0.073,0.0578,33.2,-0.5,495.0,-2.41,1.0,5149.0,113.0,0.93,0
1.0,0,0,0,0,0.429,0.031,-0.429,0.0546,17.2,-0.12,845.0,-20.46,2.0,5149.0,113.0,0.93,0
1.0,0,0,0,0,0.025,0.404,-0.025,0.0502,13.2,-0.29,1174.0,-122.22,1.0,5754.0,78.0,1.122,0
1.0,0,0,0,0,0.567,0.045,-0.448,0.0367,14.1,-0.18,896.0,-30.96,1.0,4986.0,82.0,0.833,0
0.997,0,0,0,0,0.387,0.062,-0.387,0.122,17.5,-0.12,667.0,-9.44,2.0,4986.0,82.0,0.833,0
1.0,0,0,0,0,0.705,0.061,-0.311,0.0645,17.9,-0.58,595.0,-16.05,1.0,3837.0,481.0,0.517,0
0.0,0,1,0,0,7.361,46.99,-1.351,0.0142,128.0,-46.2,853.0,-29.93,1.0,5612.0,152.0,0.829,1
1.0,0,0,0,0,0.327,0.084,-0.327,0.0281,17.8,-0.11,635.0,-6.17,1.0,4261.0,85.0,0.633,0
1.0,0,0,0,0,0.286,0.133,-0.286,0.0411,23.5,-0.1,502.0,-2.41,2.0,4261.0,85.0,0.633,0
0.998,0,0,0,0,0.706,0.04,-0.505,0.0987,30.9,-0.07,418.0,-1.16,3.0,4261.0,85.0,0.633,0
0.0,0,1,1,1,1.223,11.08,-0.215,0.0771,6.1,-18.0,1399.0,-471.54,1.0,6200.0,125.0,2.404,1
1.0,0,0,0,0,0.926,0.026,-0.538,0.325,27.4,-0.33,487.0,-3.85,1.0,4919.0,146.0,0.721,0
1.0,0,0,0,0,0.833,0.021,-0.576,0.0339,2.7,-0.12,1145.0,-52.79,1.0,5945.0,71.0,1.302,0
1.0,0,0,0,0,0.537,0.02,-0.478,0.0456,21.2,-0.28,720.0,-13.96,1.0,5121.0,76.0,0.888,0
1.0,0,0,0,0,0.836,0.101,-0.602,0.097,24.5,-0.16,992.0,-50.3,2.0,5121.0,76.0,0.888,0
1.0,0,0,0,0,0.899,0.013,-0.655,0.106,13.4,-0.33,1139.0,-131.06,1.0,6007.0,189.0,0.961,0
0.0,0,1,1,1,0.942,0.007,-0.008,0.173,40.4,-0.48,878.0,-41.84,1.0,5811.0,157.0,0.926,1
1.0,0,0,0,0,0.731,0.139,-0.492,0.193,69.4,-0.2,236.0,-0.11,2.0,5067.0,102.0,0.75,0
0.0,0,1,0,0,1.091,11.83,-0.023,0.0257,244.0,-1.47,1109.0,-82.23,1.0,5209.0,171.0,0.603,1
0.997,0,0,0,0,0.001,0.061,-0.001,0.00254,44.0,-0.79,929.0,-39.88,1.0,4820.0,130.0,0.639,0
1.0,0,0,0,0,0.049,0.273,-0.049,0.0188,18.8,-0.28,686.0,-12.06,1.0,5097.0,152.0,0.779,0
1.0,0,0,0,0,0.0,0.304,0.0,0.0209,4.2,-0.17,927.0,-25.81,1.0,5644.0,84.0,1.411,0
0.0,0,0,0,0,0.497,0.015,-0.44,0.0419,28.2,-0.19,530.0,-4.3,2.0,5097.0,152.0,0.779,0
1.0,0,0,0,0,0.252,0.22,-0.252,0.0333,13.7,-0.12,970.0,-48.36,3.0,5097.0,152.0,0.779,0
1.0,0,0,0,0,0.192,0.096,-0.192,0.0336,29.3,-0.2,453.0,-2.88,1.0,3713.0,74.0,0.47,0
1.0,0,0,0,0,0.014,0.518,-0.014,0.0983,26.4,-0.15,395.0,-1.67,2.0,3713.0,74.0,0.47,0
0.986,0,0,0,0,0.228,0.176,-0.228,0.0866,42.9,-0.15,328.0,-0.79,3.0,3713.0,74.0,0.47,0
1.0,0,0,0,0,0.712,0.175,-0.477,0.0492,14.3,-0.25,905.0,-47.15,1.0,5849.0,157.0,0.919,0
0.0,0,1,0,0,0.908,0.005,-0.635,0.0388,16.9,-0.57,1620.0,-568.34,1.0,5472.0,179.0,0.79,1
0.999,0,0,0,0,0.069,0.087,-0.069,0.00709,47.4,-0.57,770.0,-13.87,1.0,5332.0,106.0,0.843,0
1.0,0,0,0,0,0.018,0.154,-0.018,0.00982,18.0,-0.98,986.0,-69.72,1.0,6214.0,174.0,1.076,0
1.0,0,0,0,0,0.862,0.028,-0.586,0.114,14.7,-0.38,876.0,-43.02,1.0,6063.0,181.0,1.001,0
0.635,0,0,0,0,0.075,0.106,-0.043,0.00581,11.2,-0.65,911.0,-23.38,1.0,6823.0,61.0,1.367,0
1.0,0,0,0,0,0.811,0.02,-0.033,0.0432,41.0,-0.96,432.0,-4.37,1.0,3950.0,560.0,0.541,0
0.966,0,0,0,0,0.658,0.031,-0.052,0.0748,54.8,-0.47,226.0,-0.18,1.0,3960.0,118.0,0.509,0
1.0,0,0,0,0,0.344,0.076,-0.181,0.0248,19.7,-0.62,998.0,-64.02,1.0,5865.0,146.0,0.827,0
1.0,0,0,0,0,0.69,0.009,-0.509,0.0297,18.9,-0.05,931.0,-23.72,1.0,4500.0,90.0,0.646,0
0.997,0,0,0,0,0.063,0.402,-0.063,0.138,39.6,-0.06,400.0,-0.81,3.0,4500.0,90.0,0.646,0
0.415,0,0,0,0,0.008,0.389,-0.007,0.0452,4.6,-0.65,1008.0,-118.87,1.0,5869.0,117.0,1.626,0
0.228,0,1,0,0,0.028,0.269,-0.028,0.0468,174.0,-2.03,1101.0,-143.45,1.0,5600.0,186.0,0.975,1
1.0,0,0,0,0,0.043,0.343,-0.043,0.0345,22.5,-0.15,598.0,-4.28,1.0,5191.0,103.0,0.837,0
1.0,0,0,0,0,0.03,0.383,-0.03,0.0323,17.3,-0.1,819.0,-15.12,2.0,5191.0,103.0,0.837,0
1.0,0,0,0,0,0.437,0.03,-0.054,0.0109,17.9,-1.18,1497.0,-260.6,1.0,5855.0,70.0,1.08,0
1.0,0,0,0,0,0.09,0.318,-0.09,0.0443,36.6,-0.2,460.0,-2.58,1.0,3906.0,78.0,0.509,0
1.0,0,0,0,0,0.351,0.067,-0.351,0.0493,27.7,-0.15,569.0,-6.02,2.0,3906.0,78.0,0.509,0
1.0,0,0,0,0,0.02,0.378,-0.02,0.042,3.5,-0.11,771.0,-10.86,2.0,5945.0,71.0,1.302,0
1.0,0,0,0,0,0.886,0.014,-0.638,0.154,41.4,-0.21,362.0,-0.98,3.0,3906.0,78.0,0.509,0
0.999,0,0,0,0,0.334,0.117,-0.334,0.0496,20.5,-0.17,429.0,-2.73,1.0,3561.0,71.0,0.411,0
0.999,0,0,0,0,0.001,0.43,-0.001,0.0485,15.6,-0.13,554.0,-7.57,2.0,3561.0,71.0,0.411,0
0.998,0,0,0,0,0.115,0.32,-0.115,0.069,26.4,-0.16,332.0,-0.98,3.0,3561.0,71.0,0.411,0
1.0,0,0,0,0,0.791,0.033,-0.543,0.0635,31.5,-0.88,833.0,-49.06,1.0,5942.0,176.0,1.142,0
1.0,0,0,0,0,0.93,0.004,-0.667,0.063,17.0,-0.34,1182.0,-152.43,1.0,6077.0,162.0,0.999,0
0.999,0,0,0,0,0.964,0.009,-0.679,0.446,45.6,-0.42,401.0,-2.01,2.0,6077.0,162.0,0.999,0
1.0,0,0,0,0,0.21,0.217,-0.21,0.0431,28.8,-0.43,499.0,-8.24,1.0,4201.0,676.0,0.591,0
1.0,0,0,0,0,0.644,0.306,-0.445,0.132,30.1,-0.22,587.0,-15.76,2.0,4201.0,676.0,0.591,0
0.997,0,0,0,0,0.093,0.014,-0.076,0.00288,12.5,-0.87,1016.0,-61.38,1.0,5655.0,152.0,0.794,0
1.0,0,0,0,0,0.649,0.053,-0.476,0.0604,13.9,-0.15,1010.0,-59.99,1.0,5662.0,153.0,0.738,0
1.0,0,0,0,0,0.045,0.393,-0.045,0.155,43.6,-0.05,349.0,-0.47,5.0,4500.0,90.0,0.646,0
1.0,0,0,0,0,0.649,0.23,-0.413,0.0477,21.8,-0.05,728.0,-8.9,2.0,4500.0,90.0,0.646,0
0.996,0,0,0,0,0.714,0.204,-0.473,0.0705,31.3,-0.06,559.0,-3.09,4.0,4500.0,90.0,0.646,0
0.0,0,0,1,0,0.949,0.005,-0.004,0.0513,26.5,-0.39,950.0,-49.49,1.0,5865.0,158.0,0.827,1
1.0,0,0,0,0,0.45,0.411,-0.255,0.0463,19.8,-0.2,782.0,-17.72,1.0,5029.0,83.0,0.838,0
1.0,0,0,0,0,0.653,0.265,-0.444,0.0752,35.7,-0.19,579.0,-5.32,2.0,5029.0,83.0,0.838,0
0.957,0,0,0,0,0.093,0.365,-0.093,0.183,15.3,-0.09,938.0,-36.7,3.0,5029.0,83.0,0.838,0
1.0,0,0,0,0,0.395,0.008,-0.395,0.0539,18.5,-0.24,655.0,-9.97,1.0,5527.0,111.0,0.866,0
1.0,0,0,0,0,0.839,0.0,-0.594,0.113,24.0,-0.27,536.0,-4.47,2.0,5527.0,111.0,0.866,0
1.0,0,0,0,0,0.11,0.342,-0.11,0.11,13.2,-0.12,990.0,-51.99,4.0,5527.0,111.0,0.866,0
1.0,0,0,0,0,0.125,0.285,-0.125,0.0498,6.1,-0.78,743.0,-35.02,2.0,5869.0,117.0,1.626,0
1.0,0,0,0,0,0.028,0.418,-0.028,0.14,44.1,-0.23,360.0,-0.91,3.0,5527.0,111.0,0.866,0
1.0,0,0,0,0,0.061,0.063,-0.061,0.00526,14.4,-2.56,1162.0,-211.73,1.0,5560.0,166.0,1.21,0
0.0,0,0,1,1,9.303,65.75,-6.594,0.0654,84.0,-58.4,438.0,-2.57,1.0,4187.0,125.0,0.592,1
1.0,0,0,0,0,0.314,0.072,-0.314,0.0352,17.2,-0.19,850.0,-29.06,1.0,5198.0,155.0,0.801,0
1.0,0,0,0,0,0.095,0.239,-0.095,0.0175,13.9,-0.12,1194.0,-79.6,1.0,5569.0,99.0,0.829,0
1.0,0,0,0,0,0.535,0.034,-0.053,0.0272,17.2,-1.31,1062.0,-112.73,1.0,6123.0,193.0,1.107,0
0.0,0,1,1,1,1.252,0.369,-0.108,0.0663,10.1,-1.96,1076.0,-79.26,1.0,5525.0,165.0,0.753,1
0.999,0,0,0,0,0.348,0.027,-0.039,0.0101,18.2,-1.35,1212.0,-163.96,1.0,6033.0,193.0,1.046,0
0.0,0,0,1,1,0.864,0.014,-0.599,0.0616,13.2,-0.33,1158.0,-120.92,1.0,5936.0,164.0,0.965,1
0.92,0,1,0,0,0.003,0.034,-0.003,0.00343,25.4,-0.59,484.0,-2.04,1.0,5510.0,98.0,0.879,1
0.0,0,1,0,0,0.408,0.004,-0.005,0.00855,43.7,-4.42,606.0,-12.3,1.0,6140.0,164.0,1.096,1
1.0,0,0,0,0,0.799,0.058,-0.54,0.0284,13.6,-0.37,1155.0,-114.75,1.0,5609.0,150.0,0.944,0
0.0,0,1,0,0,0.985,22.45,-0.029,0.0879,26.2,-0.57,952.0,-64.13,1.0,5931.0,177.0,0.866,1
0.996,0,0,0,0,0.062,0.103,-0.042,0.00694,24.4,-0.99,472.0,-2.55,1.0,5231.0,83.0,0.9,0
0.0,0,1,0,0,0.203,0.008,-0.011,0.0148,43.1,-3.31,549.0,-6.95,1.0,6257.0,173.0,1.147,1
1.0,0,0,0,0,0.751,0.166,-0.5,0.0714,26.4,-0.19,543.0,-4.65,1.0,5481.0,163.0,0.708,0
1.0,0,0,0,0,0.168,0.267,-0.168,0.0541,21.3,-0.19,680.0,-12.02,2.0,5196.0,155.0,0.775,0
1.0,0,0,0,0,0.206,0.192,-0.206,0.0581,25.8,-0.22,563.0,-5.65,1.0,5196.0,155.0,0.775,0
1.0,0,0,0,0,0.691,0.216,-0.466,0.0678,18.4,-0.12,949.0,-45.54,3.0,5196.0,155.0,0.775,0
1.0,0,0,0,0,0.933,0.038,-0.686,0.122,16.4,-0.39,964.0,-67.88,1.0,5431.0,161.0,0.884,0
0.0,0,1,0,0,0.023,0.088,-0.023,0.0187,26.6,-4.86,745.0,-33.45,1.0,5855.0,117.0,1.796,1
1.0,0,0,0,0,0.001,0.372,-0.001,0.0357,17.8,-0.31,982.0,-61.41,1.0,5897.0,159.0,0.891,0
1.0,0,0,0,0,0.938,0.011,-0.647,0.146,42.8,-0.44,577.0,-8.31,1.0,6225.0,172.0,1.031,0
0.0,0,1,0,0,0.886,0.007,-0.008,0.00624,44.3,-2.77,700.0,-17.31,1.0,6108.0,171.0,0.997,1
1.0,0,0,0,0,0.032,0.321,-0.032,0.0233,13.4,-0.41,1273.0,-191.31,1.0,6007.0,169.0,0.998,0
0.0,0,1,1,0,1.245,0.104,-0.088,0.00835,43.8,-4.62,652.0,-13.23,1.0,6192.0,169.0,0.924,1
1.0,0,0,0,0,0.433,0.008,-0.433,0.0719,9.9,-0.41,1315.0,-277.05,1.0,5553.0,111.0,1.25,0
1.0,0,0,0,0,0.341,0.096,-0.341,0.0899,11.6,-0.39,1097.0,-134.02,2.0,5553.0,111.0,1.25,0
1.0,0,0,0,0,0.271,0.189,-0.271,0.0995,8.3,-0.3,1681.0,-743.1,3.0,5553.0,111.0,1.25,0
1.0,0,0,0,0,0.646,0.274,-0.425,0.11,14.6,-0.44,897.0,-59.95,4.0,5553.0,111.0,1.25,0
1.0,0,0,0,0,0.041,0.205,-0.041,0.0143,8.1,-0.19,784.0,-16.37,1.0,5085.0,102.0,0.712,0
0.999,0,0,0,0,0.079,0.045,-0.054,0.00147,7.2,-0.62,1145.0,-74.65,1.0,5524.0,110.0,0.994,0
0.0,0,1,1,0,1.234,16.22,-0.216,0.124,34.5,-2.35,1079.0,-92.63,1.0,5450.0,197.0,0.811,1
1.0,0,0,0,0,0.033,0.335,-0.033,0.0321,20.9,-0.49,1013.0,-67.24,1.0,5561.0,75.0,1.06,0
0.998,0,0,0,0,0.021,0.438,-0.021,0.111,26.0,-0.31,787.0,-24.52,3.0,5561.0,75.0,1.06,0
1.0,0,0,0,0,0.508,0.011,-0.478,0.127,32.8,-0.37,686.0,-14.17,2.0,5561.0,75.0,1.06,0
1.0,0,0,0,0,0.066,0.253,-0.065,0.0335,17.5,-1.09,781.0,-35.79,1.0,6035.0,120.0,1.257,0
1.0,0,0,0,0,0.142,0.189,-0.142,0.0535,22.8,-1.03,615.0,-13.79,2.0,6035.0,120.0,1.257,0
0.973,0,0,0,0,0.147,0.276,-0.147,0.128,27.4,-0.79,484.0,-5.27,3.0,6035.0,120.0,1.257,0
0.975,0,0,0,0,0.331,0.081,-0.331,0.0772,13.6,-0.38,1010.0,-100.36,4.0,6035.0,120.0,1.257,0
0.953,0,0,0,0,0.081,0.261,-0.081,0.0221,19.8,-0.25,407.0,-1.94,1.0,3582.0,71.0,0.458,0
0.704,0,0,0,0,0.009,0.398,-0.009,0.0159,10.2,-0.15,893.0,-45.33,2.0,3582.0,71.0,0.458,0
0.996,0,0,0,0,0.566,0.009,-0.009,0.00605,6.7,-0.73,1008.0,-48.62,1.0,5514.0,98.0,0.978,0
1.0,0,0,0,0,0.256,0.166,-0.256,0.0694,25.0,-0.22,595.0,-7.35,1.0,5537.0,166.0,0.88,0
1.0,0,0,0,0,0.035,0.4,-0.035,0.0557,20.5,-0.43,807.0,-30.34,1.0,5344.0,80.0,1.013,0
0.998,0,0,0,0,0.037,0.425,-0.037,0.0725,9.7,-0.2,1710.0,-614.41,2.0,5344.0,80.0,1.013,0
0.949,0,0,0,0,0.503,0.448,-0.294,0.124,19.8,-0.25,971.0,-63.55,3.0,5344.0,80.0,1.013,0
1.0,0,1,0,0,0.922,0.005,-0.007,0.263,27.3,-9.39,797.0,-47.04,1.0,5047.0,40.0,7.119,1
1.0,0,0,0,0,0.965,0.018,-0.521,0.513,17.4,-0.7,1050.0,-117.46,2.0,5896.0,117.0,1.24,0
1.0,0,0,0,0,1.3,73.17,-6.938,0.333,29.0,-8.74,792.0,-37.96,3.0,5896.0,117.0,1.24,0
0.999,0,0,0,0,0.949,0.0,-0.711,0.135,12.7,-0.42,1305.0,-280.28,5.0,5896.0,117.0,1.24,0
1.0,0,0,0,0,0.698,0.079,-0.415,0.28,57.5,-0.8,485.0,-4.26,1.0,6520.0,180.0,1.215,0
1.0,0,0,0,0,0.068,0.328,-0.068,0.0403,9.2,-0.2,538.0,-4.56,2.0,5551.0,111.0,0.812,0
0.6752517825334929,0,0,0,0,0.1158,0.2441,-0.1157,0.287,27.7,-0.75,242.0,-0.35,2.0,6449.0,163.0,1.309,0
1.0,0,0,0,0,0.154,0.271,-0.154,0.0179,2.4,-0.06,1943.0,-528.86,1.0,5630.0,100.0,0.954,0
0.965,0,0,0,0,0.185,0.269,-0.185,0.0466,21.8,-0.14,839.0,-27.07,1.0,5757.0,155.0,0.762,0
0.4640490828155099,1,0,0,1,1.2962,0.1082,-0.259,0.276,7.8,-3.49,2562.0,-2940.16,1.0,6167.0,156.0,1.064,1
0.0,0,1,0,0,1.246,0.632,-0.064,0.00507,5.8,-38.1,3000.0,-17030.52,1.0,5075.0,136.0,1.783,1
0.0,0,1,0,0,1.02,0.237,-0.041,0.00644,36.6,-2.34,860.0,-37.5,1.0,6113.0,164.0,0.917,1
0.0,1,0,0,0,0.968,0.017,-0.031,0.0,2.4,-2.1,2259.0,-4314.89,1.0,6980.0,167.0,3.482,1
0.0,0,1,0,0,0.994,0.243,-0.007,0.00727,13.9,-2.3,804.0,-40.37,1.0,6224.0,197.0,1.132,1
0.0,0,0,0,0,0.06,0.364,-0.06,0.0588,21.8,-11.0,3145.0,-13457.76,1.0,4813.0,50.0,13.652,0
1.0,0,0,0,0,1.263,0.428,-0.19,0.00451,132.60852394213495,-77.9,5862.0,-236607.72,1.0,8523.0,267.0,4.051,0
0.0,0,1,1,0,1.226,0.483,-0.167,0.0297,8.1,-2.85,2073.0,-1350.21,1.0,5582.0,169.0,0.846,1
0.0,0,0,1,1,1.258,0.334,-0.178,0.0379,5.1,-3.25,1610.0,-478.56,1.0,5758.0,155.0,0.902,1
0.423854563625061,0,0,0,0,0.252,12.721242046091646,-0.023,0.1792637980925636,38.2,20.035585646123597,448.5532034038405,-1.61,1.0,6022.857443983495,126.04325571686118,0.85,1
0.0,0,0,1,0,1.228,0.611,-0.107,0.507,5.6,-2.34,1312.0,-198.24,1.0,5948.0,161.0,0.901,1
0.0,0,1,0,0,2.641,10.99,-0.707,0.0437,8.5,-105.0,2404.0,-4259.41,1.0,8090.0,226.0,2.234,1
1.0,0,0,0,0,0.652,0.032,-0.057,0.0916,15.8,-1.2,333.0,-1.02,1.0,5873.0,93.0,1.235,0
0.0,0,1,1,0,0.216,0.251,-0.216,0.0942,23.8,-0.07,1372.0,-175.25,1.0,4768.0,143.0,0.711,1
0.0,0,0,1,0,0.708,0.225,-0.497,0.122,13.2,-2.5,1964.0,-2053.98,1.0,5772.0,78.0,4.434,1
1.0,0,0,0,0,0.097,0.343,-0.097,0.0672,12.6,-0.23,1037.0,-60.87,1.0,6049.0,72.0,1.176,0
0.989,0,0,0,0,0.533,0.018,-0.472,0.538,18.3,-0.15,803.0,-21.9,2.0,6049.0,72.0,1.176,0
0.0,1,0,1,0,1.169,0.111,-0.178,0.2,8.3,-1.6,1922.0,-909.69,1.0,5901.0,158.0,0.848,1
1.0,0,0,0,0,0.806,0.025,-0.556,0.0683,16.5,-4.66,1171.0,-265.44,1.0,4941.0,49.0,4.885,0
0.0,1,0,1,1,0.736,0.357,-0.226,0.796,12.8,-1.05,2863.0,-9373.75,1.0,6215.0,171.0,2.188,1
0.0,0,0,1,1,0.715,0.219,-0.476,0.127,5.2,-0.16,1572.0,-494.54,1.0,6253.0,169.0,1.015,1
0.0,0,0,0,0,0.7127,0.1831,-0.1239,0.198,46.8,-0.21,25.0,0.0,1.0,4500.0,153.0,0.726,0
0.994,0,0,0,0,0.283,0.144,-0.283,0.367,6.1,-0.41,688.0,-23.96,2.0,5676.0,115.0,1.487,0
0.997,0,0,0,0,0.238,0.218,-0.238,0.248,5.0,-0.36,844.0,-54.09,1.0,5676.0,115.0,1.487,0
0.998,0,0,0,0,0.337,0.225,-0.165,0.00776,31.3,-2.13,753.0,-44.33,1.0,3807.0,291.0,0.503,0
0.632,0,0,0,0,0.042,0.271,-0.042,0.0122,1.5,-2.5,1768.0,-1290.11,1.0,7221.0,114.0,4.24,0
0.0,0,1,1,1,0.766,0.012,-0.019,0.0461,18.4,-1.17,1170.0,-163.58,1.0,6013.0,163.0,1.033,1
0.0,0,0,0,0,0.005,0.397,-0.005,0.0707,1.3,-0.84,2101.0,-2569.52,2.0,7221.0,114.0,4.24,0
0.999,0,0,0,0,0.46,0.002,-0.441,0.077,3.1,-0.12,675.0,-6.52,1.0,6247.0,75.0,1.762,0
1.0,0,0,0,0,0.893,0.005,-0.644,0.0416,1.5,-0.09,1784.0,-366.72,1.0,6202.0,74.0,1.733,0
0.0,0,1,0,0,1.197,6.708,-0.013,0.0498,174.0,-11.1,737.0,-27.31,1.0,7240.0,200.0,1.717,1
0.0,0,0,1,0,1.213,12.11,-0.09,0.118,19.2,-2.12,684.0,-18.94,1.0,3995.0,126.0,0.561,1
0.0,0,1,1,1,0.113,0.357,-0.113,0.0258,6.6,-0.13,2069.0,-1157.64,1.0,5791.0,155.0,0.802,1
1.0,0,0,0,0,0.412,0.051,-0.398,0.0254,5.6,-0.06,1331.0,-121.46,1.0,5041.0,100.0,0.766,0
1.0,0,0,0,0,0.698,0.016,-0.503,0.0434,8.3,-0.06,1016.0,-41.3,2.0,5041.0,100.0,0.766,0
1.0,0,0,0,0,0.62,0.33,-0.389,0.0835,14.9,-0.2,985.0,-65.9,1.0,6061.0,180.0,0.97,0
0.0,0,1,1,1,1.276,0.375,-0.159,0.0273,13.6,-30.5,1303.0,-502.55,1.0,6266.0,189.0,1.889,1
0.993,0,0,0,0,0.136,0.339,-0.136,0.0735,6.5,-1.97,2740.0,-7977.74,3.0,4941.0,49.0,4.885,0
1.0,0,0,0,0,0.639,0.28,-0.448,0.0901,9.9,-2.55,1941.0,-2007.41,4.0,4941.0,49.0,4.885,0
0.5970209676432415,1,0,0,0,4.026070971668256,4.118441924288304,-0.676,0.1923002991093936,14.323628620680068,225.6201678712557,354.76235743303346,6971.938885116763,1.0,6934.942390127993,175.4002387410683,1.409,1
0.995,0,0,0,0,0.314,0.133,-0.314,0.13,11.7,-0.17,890.0,-45.37,1.0,5982.0,160.0,0.96,0
0.0,0,0,1,1,0.69,0.248,-0.457,0.157,22.9,-0.15,770.0,-21.5,1.0,5699.0,152.0,0.853,1
0.752,0,0,0,0,0.963,0.013,-0.008,0.0546,21.1,-0.7,848.0,-42.14,1.0,6276.0,169.0,1.041,0
0.0,0,1,0,0,1.145,7.09,-0.656,0.0849,538.0,-2.02,1027.0,-64.68,1.0,5534.0,163.0,0.707,1
0.0,0,1,0,0,0.785,0.006,-0.007,0.055,63.7,-2.0,1347.0,-255.78,1.0,6715.0,161.0,1.241,1
0.0,0,1,1,1,1.018,1.873,-0.101,0.0487,285.0,-14.0,932.0,-82.41,1.0,5751.0,77.0,1.626,1
0.0,0,1,0,0,0.663,0.006,-0.003,0.0216,25.8,-1.16,459.0,-2.91,1.0,5114.0,153.0,0.784,1
0.0,1,0,0,1,1.224,0.508,-0.093,0.0144,14.8,-5.49,2090.0,-1708.3,2.0,5555.0,166.0,1.061,1
1.0,0,1,0,0,1.203,0.56,-0.137,0.212,23.3,-48.6,4903.0,-34984.84,1.0,4283.0,77.0,15.76,1
0.0,1,0,0,0,1.228,0.249,-0.11,0.132,4.3,-20.1,1139.0,-206.57,1.0,6362.0,129.0,2.534,1
0.0,0,1,0,0,1.187,7.012,-0.253,0.0741,13.3,-809.0,6421.0,-237326.16,1.0,3598.0,78.0,101.451,1
0.0,0,1,0,0,1.272,2.325,-0.188,0.016,10.8,-14.5,905.0,-75.58,1.0,8214.0,226.0,1.938,1
0.8973916193046227,1,0,0,0,0.0303,0.4566,-0.0298,0.832,7.0,-0.06,2203.0,-530.81,1.0,5066.0,75.0,5.324,1
0.0,0,1,1,1,0.003,5.943501210222492,0.885453216636764,0.1557029558622624,51.9,-0.12,1053.0,-73.46,1.0,4506.0,121.0,0.651,1
0.0,0,0,0,0,0.728,0.017,-0.451,0.332,79.7,-2.76,588.0,-12.7,2.0,6038.0,120.0,1.744,0
1.0,0,0,0,0,0.202,0.251,-0.202,0.113,20.5,-0.41,755.0,-26.5,1.0,5839.0,105.0,1.067,0
0.945,0,0,0,0,0.077,0.388,-0.077,0.145,15.2,-0.27,1022.0,-89.32,2.0,5839.0,105.0,1.067,0
0.765,0,0,0,0,0.027,0.41,-0.027,0.254,33.3,-0.38,476.0,-4.19,3.0,5839.0,105.0,1.067,0
0.815,0,0,0,0,0.67,0.292,-0.443,0.183,39.6,-0.39,554.0,-7.67,4.0,5839.0,105.0,1.067,0
0.999,0,0,0,0,0.286,0.172,-0.286,0.0841,10.9,-0.22,1741.0,-669.43,1.0,5553.0,74.0,1.107,0
0.931,0,0,0,0,0.061,0.337,-0.061,0.132,18.2,-0.29,566.0,-7.99,1.0,6085.0,182.0,0.973,0
1.0,0,0,0,0,0.014,0.409,-0.014,0.0732,11.0,-0.34,695.0,-17.4,1.0,5952.0,119.0,1.225,0
0.912,0,0,0,0,0.058,0.369,-0.057,0.121,15.0,-0.37,471.0,-3.66,2.0,5952.0,119.0,1.225,0
0.0,0,0,1,1,1.195,53.67,-0.125,0.152,19.5,-3.94,986.0,-82.81,1.0,5766.0,156.0,1.068,1
0.989,0,0,0,0,0.091,0.347,-0.091,0.0963,8.0,-0.34,866.0,-48.16,1.0,5765.0,105.0,1.242,0
0.0,0,1,1,0,0.937,0.046,-0.021,0.0787,67.3,-1.06,853.0,-41.16,1.0,6122.0,183.0,0.996,1
0.0,0,1,1,1,0.943,0.005,-0.004,0.0581,31.2,-0.44,1392.0,-236.53,1.0,5778.0,154.0,0.911,1
0.0,0,1,1,1,1.253,0.914,-0.128,0.0154,15.3,-2.52,1177.0,-162.78,1.0,3920.0,141.0,0.55,1
0.0,0,1,1,0,1.27,3.096,-0.104,0.0182,15.2,-37.6,2636.0,-7549.72,1.0,6261.0,175.0,2.789,1
0.0,0,1,1,0,1.298,5.117,-0.161,0.271,38.8,-3.6,434.0,-2.43,1.0,5587.0,166.0,0.853,1
0.994,0,0,0,0,0.065,0.113,-0.065,0.0228,12.6,-1.09,592.0,-9.97,1.0,6198.0,111.0,1.324,0
0.5724563717799502,0,0,0,0,0.9848,0.1273,-0.0388,0.363,42.5,-0.99,1482.0,-422.47,1.0,7443.0,226.0,1.739,1
0.711,0,0,0,0,0.374,0.083,-0.374,0.0785,49.7,-0.1,942.0,-28.39,1.0,5296.0,105.0,0.815,0
0.0,0,0,1,0,0.242,0.215,-0.242,0.11,13.7,-0.19,1311.0,-232.91,1.0,5346.0,159.0,0.892,1
1.0,0,0,0,0,0.377,0.07,-0.377,0.0596,14.7,-0.14,782.0,-18.5,1.0,5251.0,105.0,0.849,0
