Disposition Score,Not Transit-Like FPF,Stellar Eclipse FPF,Centroid Offset FPF,Ephemeris Contamination FPF,Impact Parameter,mpact Parameter Upper,Impact Parameter Lower,Transit Duration Upper,Transit Depth Upper,Planetary Radius Lower,Equilibrium Temperature,Insolation Flux Lower ,TCE Planet Number,Stellar Effective Temperature,Stellar Effective Temperature Upper,Stellar Radius,Disposition Using Kepler Data
0.0,1,0,0,0,4.050201151945645,0.059,-0.016,0.353,41.1,33.92808046707096,1731.6345661175742,-2311.24,1.0,6153.443775880485,161.72338446268762,1.6579988031851758,1
0.0,0,1,0,0,0.489,0.006,-0.006,0.0141,370.0,-13.6,529.0,-7.36,1.0,5731.0,154.0,1.08,1
0.0,0,1,0,0,1.123,0.019,-0.092,0.0564,437.0,-9.03,1784.0,-937.14,1.0,6134.0,192.0,1.051,1
0.9466153591397511,0,0,0,0,1.198,0.4449,-0.132,0.16,27.2,-1.0,1097.0,-79.07,1.0,4668.0,133.0,0.548,0
0.0,1,0,0,0,0.506,0.005,-0.004,0.00249,116.0,-7.9,864.0,-40.02,1.0,6247.0,174.0,1.066,1
0.3464755378994354,0,1,0,0,0.3501,0.1463,-0.3501,0.541,18.6,-0.17,1878.0,-980.89,1.0,5226.0,182.0,0.962,1
0.0,0,1,0,0,1.126,0.037,-0.013,0.00831,68.6,-5.89,601.0,-10.2,1.0,5754.0,155.0,0.9,1
0.1824955621203581,0,0,1,1,0.1671,0.3145,-0.167,0.217,23.7,-0.79,1447.0,-626.5,1.0,5791.0,182.0,1.646,1
0.0,0,1,0,0,0.777,0.015,-0.001,0.00394,83.2,-3.6,668.0,-13.89,1.0,5941.0,158.0,0.963,1
0.4073773406331864,0,0,0,0,0.9606,0.0188,-0.6664,2.3,10.2,-0.81,2001.0,-2362.11,2.0,7302.0,232.0,2.069,0
0.0,0,0,1,1,0.284,0.194,-0.284,0.117,6.9,-0.07,2115.0,-1285.29,1.0,5799.0,155.0,0.86,1
0.0,0,0,0,1,0.134,0.017,-0.021,0.0822,52.96388165108577,-0.05,1970.0,-1177.64,3.0,5367.0,212.0,0.828,1
0.0,0,1,1,1,1.242,6.418,-0.122,0.0579,203.0,0.0,1352.0,0.0,1.0,5780.0,118.899923327245,1.0,1
0.0,0,0,1,1,0.688,0.285,-0.478,0.304,23.5,-0.17,1097.0,-116.74,1.0,5385.0,185.0,0.875,1
0.0,0,1,0,0,0.753,0.033,-0.044,0.00716,165.0,-2.1,271.0,-0.25,1.0,3892.0,86.0,0.542,1
0.997,0,0,0,0,0.039,0.43,-0.039,0.758,32.0,-0.16,737.0,-21.95,1.0,6158.0,171.0,1.026,0
0.988,0,1,1,0,0.0198,0.4519,-0.0198,1.7,18.0,-0.05,1356.0,-197.0,1.0,5261.0,172.0,0.768,1
0.96,0,0,0,0,0.133,0.339,-0.133,0.237,30.0,-0.06,579.0,-6.55,1.0,3628.0,58.0,0.41,0
0.0,0,1,0,0,1.172,0.128,-0.062,0.00808,71.2,-20.0,2882.0,-8691.6,1.0,6531.0,146.0,1.524,1
0.0,1,0,1,0,1.195,0.1137,-0.3321,0.451,163.9838438132382,-12.2,1786.0,-1305.5,1.0,7514.0,235.0,1.955,1
0.029,1,0,0,0,0.9619734264099103,0.0059,-0.089,0.1939485387332126,1.6548399857178504,80.05039441872391,1415.1742808044971,-2256.22,1.0,5277.030578629076,103.63518337546388,3.222930786391694,1
0.0,1,0,0,0,0.205,0.205,-0.205,0.0843,4.4,-0.07,1300.0,-180.34,1.0,4447.0,120.0,0.625,1
0.0,0,1,0,0,0.353,0.003,-0.001,0.00221,240.0,-4.97,675.0,-14.19,1.0,5282.0,159.0,0.694,1
0.0,0,0,0,1,0.445,0.027,-0.445,0.271,6.8,-0.26,1825.0,-1094.0,1.0,5691.0,85.0,1.508,1
0.0,0,1,0,1,0.529,0.051,-0.43,0.257,40.5,-0.15,734.0,-20.5,1.0,5210.0,155.0,0.749,1
0.0,0,1,0,0,0.861,0.01,-0.008,0.0896,106.0,-5.04,1988.0,-2256.17,1.0,5583.0,186.0,1.413,1
0.0,1,0,1,0,0.516,6.930684143645019,-0.551,0.1358335324386432,175.1499566223521,-0.32,4181.0,-23772.94,1.0,8098.0,72.0,2.199,1
0.7668018184843528,0,0,0,0,0.0766,0.376,-0.0765,0.431,8.5,-1.3,960.0,-162.64,1.0,5500.0,173.0,2.491,0
0.0,0,1,0,0,1.187,0.015,-0.166,0.413,4.5,-13.0,2117.0,-2265.45,1.0,6440.0,77.0,2.254,1
0.184965617836414,1,0,0,0,0.0126,0.4654,-0.0125,0.239,30.5,-0.85,3102.0,-13201.25,1.0,6534.0,235.0,1.622,1
0.0,1,0,0,0,1.0082974814915155,0.421,-0.335,0.2378938255559334,13.8,-0.31,1177.4161131234878,-7416.59,1.0,5662.017250544713,176.8510801534514,0.8706004136560204,1
0.0,1,0,0,0,4.676,10.6841645364207,-0.026,0.8111652024463918,8.443520170890626,25.1659532752673,1238.0163429907857,0.0,1.0,5109.014967080908,145.23620196748723,6.61712220910157,1
0.8143234946156878,1,0,0,0,0.184,2.4781035477699462,0.5576471262826984,0.2011531453609941,34.12608037670456,-0.14,1189.8181469278848,11567.959361213438,1.0,5317.526803608792,178.181488431755,1.0,1
0.0,1,0,1,0,0.922,0.017,-0.635,2.4,112.0,0.0,1795.0,0.0,1.0,5780.0,155.39864757199462,1.0,1
1.0,0,0,0,0,0.045,0.406,-0.045,0.101,18.4,-0.2,1933.0,-1149.97,1.0,5705.0,156.0,0.989,0
0.0,0,1,0,0,0.919,0.977,-0.919,2.3,13700.0,-1.1,1370.0,-290.43,1.0,6881.0,167.0,1.534,1
0.0,0,1,0,0,0.64,11.934919419718405,-0.078,0.0990601219451887,183.4681176419955,-0.45,3927.0,-29155.29,2.0,8497.0,237.0,2.211,1
0.0,0,1,0,0,0.9279,0.01,-0.0047,0.0118,12.9,-1.79,2376.0,-2999.78,1.0,5745.0,151.0,1.196,1
0.0,0,1,0,0,1.214,0.101,-0.076,0.00571,79.3,-9.39,2193.0,-2167.26,1.0,5899.0,158.0,0.989,1
0.0,0,1,0,0,0.603,0.002,-0.001,0.00787,80.4,-16.4,1197.0,-252.07,1.0,7138.0,175.0,1.89,1
0.212,0,0,0,0,0.016,0.458,-0.016,0.581,31.6,-0.08,632.0,-9.13,1.0,5541.0,166.0,0.733,0
0.0,0,1,0,0,1.242,1.905,-0.093,0.0132,8.7,-4.01,1550.0,-454.83,1.0,6031.0,162.0,1.004,1
0.955,0,0,0,0,0.251,0.214,-0.251,0.2,9.8,-0.08,1684.0,-521.77,1.0,5918.0,160.0,0.865,0
0.0,0,1,0,0,0.567,0.007,-0.009,0.00262,102.0,-4.39,554.0,-5.69,1.0,5079.0,151.0,0.732,1
0.0,0,1,0,0,1.076,0.035,-0.043,0.00118,20.5,-4.24,527.0,-5.26,1.0,5503.0,165.0,0.742,1
0.0,0,1,1,1,0.988,0.014,-0.698,0.44,39.7,-0.35,533.0,-6.01,1.0,6072.0,190.0,0.923,1
0.2685407257608959,0,0,1,1,0.3857,0.0353,-0.3857,0.0597,7.4,-0.15,1889.0,-877.79,1.0,5233.0,178.0,0.824,1
0.996,0,0,0,0,0.199,0.261,-0.199,0.921,19.3,-1.41,2104.0,-3084.92,1.0,5195.0,144.0,2.935,0
0.0,0,1,0,0,0.442,0.03,-0.016,0.00561,460.0,-4.51,1475.0,-307.56,1.0,4446.0,154.0,0.737,1
0.0,0,1,0,0,1.211,0.194,-0.094,0.00653,29.9,-11.6,1274.0,-279.18,1.0,6174.0,166.0,1.271,1
0.0,0,0,0,1,0.268,0.19,-0.268,0.656,5.5,-0.07,1518.0,-391.58,1.0,6045.0,163.0,1.028,1
0.0,0,1,0,0,1.003,0.013,-0.016,0.00626,96.9,-3.81,958.0,-54.29,1.0,5787.0,173.0,0.758,1
0.0,0,1,0,0,0.71,0.058,-0.043,0.00681,294.0,-9.61,1581.0,-538.42,1.0,6300.0,197.0,1.136,1
0.0,1,0,1,1,0.292,0.193,-0.292,0.212,4.4,-0.08,2191.0,-1574.68,1.0,5989.0,161.0,0.933,1
0.5426463407794955,1,0,0,0,0.665,0.524,0.1668811717860056,0.791965244704189,57.01616873553807,38.01828797395999,411.3078113570309,23271.43905371877,1.0,5923.902189330229,139.43558584204962,0.334,1
0.0,0,0,1,0,0.586,0.023,-0.48,0.285,2.2,-0.16,1745.0,-1003.2,1.0,5921.0,160.0,1.211,1
0.0,0,1,0,0,0.887,0.024,-0.039,0.0324,446.0,-46.0,2230.0,-3357.1,1.0,5587.0,83.0,2.553,1
0.0,1,0,0,0,1.275,0.069,-0.046,0.00442,0.0,-24.2,3024.0,-12748.63,1.0,6370.0,173.0,1.548,1
0.972,0,0,0,0,0.295,0.154,-0.295,0.239,20.7,-0.09,1268.0,-151.85,1.0,5778.0,162.0,0.911,0
0.0,0,1,0,0,0.83,0.037,-0.014,0.00939,134.0,-32.8,1966.0,-2534.49,1.0,5947.0,183.0,1.885,1
0.0,0,1,0,0,1.233,0.009,-0.014,0.0185,258.0,-56.5,1179.0,-224.66,1.0,6270.0,188.0,1.36,1
0.0,0,1,0,1,1.35,0.06,-0.112,0.0187,62.0,-130.0,1289.0,-501.26,1.0,7854.0,217.0,3.462,1
0.0,1,0,0,0,0.009,0.0157,0.0993092950030912,0.3425621387446658,3.1,-0.2,1480.4635854006333,-183.3,1.0,4732.397413381172,162.46570210767268,0.837,1
0.6921691437783957,0,0,0,0,0.9829,0.0091,-0.0087,0.778,49.9,-1.09,2413.0,-3885.33,2.0,7045.0,194.0,1.604,0
0.0,0,1,0,0,13.715,2.2424026573750804,-0.008,0.114,44.55975354738595,-705.0,1099.0,-177.67,1.0,7355.0,228.0,1.984,1
0.0,0,1,0,0,1.199,0.049,-0.028,0.00415,23.5,-3.34,605.0,-8.69,1.0,5232.0,157.0,0.725,1
0.0,0,1,0,0,0.245,0.001,-0.001,0.00104,67.3,-21.2,1485.0,-609.3,1.0,6225.0,188.0,1.291,1
0.228,0,1,0,0,1.212,0.076,-0.031,0.00197,12.2,-33.2,3013.0,-13428.04,1.0,6465.0,155.0,1.847,1
0.0,0,1,0,0,0.939,0.387,-0.031,0.0111,105.0,-3.97,946.0,-56.83,1.0,5812.0,156.0,0.908,1
0.0,0,1,0,0,0.641,0.108,-0.072,0.00949,829.0,-78.0,2679.0,-10703.93,1.0,5096.0,168.0,1.782,1
0.0,0,0,1,1,0.012,0.454,-0.012,0.214,13.7,-0.09,1174.0,-120.18,1.0,5101.0,154.0,0.84,1
0.9981473480813416,1,0,0,0,0.5884273912044625,1.141,0.0743804281999445,0.673,0.9545914920293176,60.33625304251923,228.1514965909489,-56.01,1.0,5416.576360540067,113.31433725995402,3.375151033084113,1
0.9999724997951676,0,0,0,0,0.1566,0.3011,-0.1566,0.262,12.4,-0.11,1150.0,-130.24,1.0,6300.0,160.0,1.126,0
0.0,1,0,0,1,0.799,0.013,-0.012,0.00354,72.7,-34.9,3834.0,-31059.11,1.0,7498.0,235.0,2.274,1
1.0,0,0,0,0,0.33,0.119,-0.33,0.18,39.9,-0.12,1234.0,-151.41,1.0,5238.0,184.0,0.764,0
0.669,0,1,0,0,1.267,0.523,-0.17,0.00704,5.5,-5.21,2011.0,-1398.58,1.0,6183.0,169.0,1.02,1
0.671191497343758,0,0,0,0,8.7053,43.81,-7.79,0.316,97.1,-65.8,648.0,-11.24,1.0,5865.0,167.0,0.918,0
0.0,0,1,0,0,1.117,0.09,-0.061,0.00404,36.2,0.0,1300.0,0.0,1.0,5780.0,180.7784281491524,1.0,1
0.963,0,0,0,0,0.129,0.334,-0.129,0.156,73.1,-0.19,541.0,-5.6,1.0,4918.0,148.0,0.752,0
0.0,0,1,0,0,0.479,0.007,-0.004,0.00206,128.0,-5.16,742.0,-17.58,1.0,5750.0,156.0,0.882,1
0.0,0,1,0,0,0.973,0.123,-0.033,0.00846,77.9,-5.95,523.0,-5.64,1.0,6137.0,184.0,1.012,1
0.4019149934805219,0,0,0,0,0.1542,0.2998,-0.1542,1.9,8.5,-0.29,399.0,-3.2,1.0,6163.0,182.0,1.486,0
0.701,0,1,0,0,1.26,4.633,-0.182,0.0225,69.9,-33.8,2260.0,-4761.44,1.0,5164.0,102.0,1.676,1
0.685,0,0,1,0,0.015,0.449,-0.015,0.252,5.9,-0.1,2006.0,-1225.97,1.0,6170.0,171.0,1.032,1
0.0,0,0,0,1,0.791,0.189,-0.55,0.281,3.7,-0.16,1812.0,-894.09,1.0,6356.0,76.0,1.358,1
0.0,0,1,0,0,0.99,0.043,-0.038,0.00626,128.0,-20.0,1646.0,-815.1,1.0,7247.0,200.0,1.834,1
0.0,0,1,0,0,0.385,0.011,-0.012,0.00835,551.0,-29.2,2551.0,-6436.24,1.0,5321.0,88.0,1.475,1
0.402,1,0,0,0,0.022,0.443,-0.022,0.252,34.4,-0.1,1036.0,-76.75,1.0,5497.0,182.0,0.8,1
0.925,0,0,0,0,0.469,0.475,-0.265,0.314,45.2,-0.2,947.0,-61.54,1.0,5455.0,180.0,0.927,0
0.0,0,1,0,0,0.885,0.04,-0.031,0.0135,158.0,-6.94,490.0,-4.52,1.0,6201.0,172.0,1.04,1
0.0,0,1,0,0,0.421,0.011,-0.016,0.00693,304.0,-3.11,1499.0,-299.44,1.0,6071.0,165.0,0.865,1
0.0,1,0,1,1,1.132,0.402,-0.144,4.2,12.7,-0.95,763.0,-19.59,1.0,5289.0,159.0,0.731,1
0.0,1,0,1,1,1.157,0.161,-0.146,2.2,6.0,-1.54,925.0,-45.73,1.0,5900.0,158.0,0.951,1
0.1270219345298837,1,0,1,0,0.2964,0.1625,-0.2964,0.342,57.7,-0.15,490.0,-3.51,1.0,5628.0,177.0,0.953,1
0.0,0,0,1,1,0.373,0.087,-0.373,0.385,2.7,-0.04,1152.0,-113.37,1.0,4986.0,151.0,0.733,1
0.0,0,0,1,1,0.734,0.241,-0.489,0.349,2.0,-0.13,2200.0,-1568.29,1.0,5850.0,175.0,1.977,1
0.3383660238045194,1,0,0,1,0.2376,0.2307,-0.2375,0.514,14.5,-0.07,1325.0,-175.06,1.0,5658.0,163.0,0.815,1
0.0,0,1,0,0,0.585,0.007,-0.008,0.00856,204.0,-35.1,530.0,-10.7,1.0,5784.0,145.0,1.642,1
0.0,1,0,0,0,0.672,0.009,-0.009,0.00415,132.0,-7.01,670.0,-15.05,1.0,5496.0,164.0,0.917,1
0.0,0,1,1,0,1.275,0.162,-0.102,0.0115,10.2,-16.0,2271.0,-3737.26,1.0,6032.0,181.0,1.365,1
0.0,0,1,0,0,0.902,0.007,-0.008,0.00212,31.4,-39.9,765.0,-49.93,1.0,6078.0,164.0,2.07,1
0.0,0,1,0,0,0.183,0.003,0.0,0.0024,290.0,-224.0,5047.0,-128025.35,1.0,11287.0,313.0,4.662,1
0.0,0,0,1,1,1.088,0.264,-0.094,0.852,3.7,-0.58,932.0,-46.84,1.0,4267.0,128.0,0.627,1
0.0,0,1,0,0,0.741,0.029,-0.024,0.0175,315.0,-5.29,447.0,-2.71,1.0,5912.0,159.0,0.889,1
0.0,0,1,0,0,0.686,0.022,-0.02,0.00457,204.0,-9.99,2112.0,-1749.84,1.0,6240.0,175.0,1.048,1
0.700483351969931,1,0,0,0,0.8507,2.188,-0.8498,1.5,389000.0,-18.2,241.0,-0.19,1.0,5997.0,192.0,0.815,1
0.0,0,1,0,0,0.464,0.003,-0.002,0.00301,137.0,-11.5,1167.0,-154.77,1.0,6280.0,172.0,1.115,1
0.0,0,0,1,0,0.98,0.033,-0.681,0.063,37.5,-0.75,2102.0,-1858.39,1.0,5628.0,225.0,0.976,1
0.0,0,1,0,0,0.985,6.836,-0.177,0.0374,1320.0,0.0,1701.0,0.0,1.0,5780.0,156.22643138780072,1.0,1
0.0,0,1,0,0,1.242,0.756,-0.136,0.0128,67.0,-5.52,1926.0,-1083.95,1.0,5697.0,171.0,0.903,1
0.0,1,0,1,1,0.318,0.135,-0.318,0.0547,6.0,-0.16,3569.0,-3799.76,1.0,4936.0,109.0,4.527,1
0.0,0,0,0,1,0.23,0.235,-0.23,0.299,4.0,-0.22,1654.0,-977.28,1.0,6082.0,182.0,1.184,1
0.0,1,0,0,0,0.907,0.057,-0.623,0.0836,0.8,-0.65,4231.0,-58746.4,2.0,8107.0,224.0,3.385,1
0.0,0,1,0,0,1.323,0.019,-0.239,0.0053,92.0,-10.3,1108.0,-117.52,1.0,6188.0,175.0,1.022,1
0.0,1,0,0,1,0.257,0.017,-0.013,0.044,113.0,-13.7,1062.0,-87.62,2.0,4905.0,66.0,3.484,1
0.285,0,0,0,0,0.004,0.43,-0.004,0.822,20.8,-0.16,385.0,-1.78,1.0,6133.0,193.0,1.032,0
1.0308887613432465,1,0,0,0,0.0783,0.4031,-0.0783,0.117,11.3,-0.38,3204.0,-10821.75,2.0,7118.0,187.0,1.489,1
0.0,0,1,1,0,0.386,0.074,-0.386,0.0693,6.4,-0.36,3938.0,-11059.6,1.0,4891.0,88.0,4.529,1
0.0,0,1,0,0,1.364,0.018,-0.19,0.0116,20.4,-382.0,4178.0,-50837.11,1.0,4697.0,117.0,17.032,1
0.7534387037680438,0,0,0,0,1.5467220060436724,2.3977946314452745,0.1074516262542456,0.6907850805695365,44.30431030633586,-11.3,1071.3203587146809,-10.52,1.0,6970.930365036972,161.38211216268215,0.812,0
0.0,0,1,0,0,0.899,0.021,-0.022,0.0026,39.8,-5.76,587.0,-8.28,1.0,5691.0,152.0,0.897,1
0.0,1,0,0,0,0.738,0.235,-0.492,0.364,4.2,-0.88,3464.0,-21535.31,1.0,6661.0,209.0,3.067,1
0.0,0,1,0,0,0.967,0.118,-0.031,0.00298,7.0,-20.0,1240.0,-342.07,1.0,6148.0,186.0,2.133,1
1.0,0,0,0,0,0.013,0.448,-0.013,0.14,19.9,-0.09,1180.0,-121.59,1.0,5396.0,159.0,0.789,0
0.0,0,1,0,0,0.626,0.003,-0.004,0.0308,188.0,-57.6,1731.0,-1892.63,1.0,5425.0,296.0,2.592,1
0.0,0,1,0,0,0.728,0.012,-0.012,0.00526,229.0,-6.0,2341.0,-1204.62,1.0,6967.0,76.0,1.476,1
0.0,0,1,1,0,0.039,0.39,-0.039,0.0506,10.4,-0.09,1598.0,-351.88,1.0,4842.0,144.0,0.726,1
0.670982903972904,0,0,0,0,0.2863,0.1998,-0.2862,0.601,33.5,-0.17,266.0,-0.32,1.0,6553.0,161.0,0.962,0
0.0,0,1,0,0,0.222,0.011,-0.001,0.00145,17.6,-10.9,1491.0,-535.82,1.0,7605.0,209.0,1.862,1
0.0,1,0,0,1,0.227,0.265,-0.227,1.0,1.5,-0.02,2066.0,-605.8,1.0,5680.0,76.0,0.908,1
0.0,0,1,1,1,0.25,0.231,-0.25,0.183,2.3,-0.07,2045.0,-1412.99,1.0,5548.0,182.0,0.889,1
0.0,1,0,1,1,0.492,0.004,-0.492,0.365,2.8,-0.05,2073.0,-1150.27,1.0,5674.0,152.0,0.911,1
0.0,1,0,1,1,0.751,0.217,-0.505,0.298,7.9,-0.04,1180.0,-90.6,1.0,3844.0,77.0,0.526,1
0.0,1,0,1,1,0.18,0.311,-0.18,0.185,6.8,-0.08,2064.0,-1168.74,1.0,5812.0,156.0,0.853,1
0.0,1,0,0,1,0.484,0.45,-0.26,0.294,4.6,-0.05,1656.0,-473.35,1.0,4987.0,149.0,0.654,1
0.0307253652798191,0,0,0,1,0.6858,0.0614,-0.4925,0.254,1.3,-0.32,3153.0,-15959.07,1.0,6108.0,175.0,1.753,1
0.0,1,0,1,1,0.119,0.373,-0.119,0.177,5.7,-0.07,1890.0,-952.14,1.0,5313.0,175.0,0.784,1
1.0,0,0,0,0,0.239,0.228,-0.239,0.917,8.4,-1.38,899.0,-136.21,1.0,5349.0,185.0,2.388,0
0.0,0,1,0,0,1.269,0.094,-0.071,0.00498,16.4,-28.0,1722.0,-1197.85,1.0,6792.0,182.0,2.058,1
0.0,0,1,0,0,1.244,0.15,-0.094,0.0023,5.9,-1.82,1207.0,-119.43,1.0,4937.0,172.0,0.587,1
0.0,0,1,0,0,1.101,0.03,-0.013,0.00152,18.1,-6.79,1038.0,-85.8,1.0,6480.0,146.0,1.132,1
0.0,0,1,0,0,1.204,0.321,-0.203,0.0654,182.0,-83.5,1472.0,-580.32,1.0,4830.0,57.0,6.784,1
0.0,0,1,0,0,0.611,0.109,-0.087,0.0603,5100.0,0.0,1421.0,0.0,1.0,5780.0,193.1357278824553,1.0,1
0.0,0,1,0,0,0.724,0.008,-0.009,0.00083,128.0,-5.46,933.0,-49.88,1.0,5926.0,159.0,0.843,1
0.791,0,1,1,0,1.285,0.046,-0.045,0.271,26.1,-7.54,1614.0,-623.2,1.0,6057.0,180.0,1.11,1
0.0,0,1,0,0,0.622,0.039,-0.022,0.00957,321.0,-7.27,525.0,-5.45,1.0,6170.0,168.0,0.992,1
1.0,0,0,0,0,0.185,0.263,-0.185,0.238,35.0,-0.19,1928.0,-1087.03,1.0,6158.0,171.0,1.024,0
0.0,0,1,0,0,1.183,0.08,-0.044,0.00547,133.0,-18.7,1114.0,-118.55,1.0,5837.0,79.0,1.187,1
0.0,0,1,0,0,0.216,0.013,-0.004,0.00278,45.5,-11.5,1455.0,-436.31,1.0,6610.0,186.0,1.33,1
0.872,0,0,0,0,0.231,0.224,-0.231,0.395,9.5,-1.66,1459.0,-687.63,1.0,5649.0,67.0,4.994,0
0.951,0,0,0,0,1.198,6.728,-0.019,1.6,15.7,-3.87,323.0,-0.73,1.0,6072.0,81.0,1.273,0
0.3827634534069825,0,0,0,0,0.825,0.2064,-0.5623,0.524,50.5,-0.13,618.0,-9.41,1.0,6045.0,150.0,0.955,0
0.0,1,0,0,0,0.328,0.002,-0.001,0.00528,171.0,-49.5,942.0,-143.37,1.0,6198.0,204.0,1.567,1
0.99,0,0,0,0,0.046,0.404,-0.046,0.374,12.6,-0.16,852.0,-40.68,1.0,6478.0,160.0,1.188,0
0.128,0,0,1,0,0.382,0.083,-0.382,0.166,10.3,-0.11,1631.0,-542.22,1.0,5906.0,177.0,0.852,1
0.0,0,0,1,1,0.262,0.204,-0.262,0.54,8.3,-0.05,883.0,-37.6,1.0,4964.0,148.0,0.633,1
0.0,0,0,0,1,0.344,0.114,-0.344,1.2,8.4,-0.08,1076.0,-106.41,1.0,5475.0,179.0,0.818,1
0.0,1,0,0,0,2.959,0.369,-0.075,0.56055675278343,204.0,-110.0,1708.0,-1143.92,1.0,6793.0,166.0,1.589,1
0.779,0,0,0,0,1.23,4.198,-0.112,0.291,28.0,-13.1,1535.0,-758.75,1.0,5445.0,109.0,1.426,0
0.0,0,1,0,0,0.511,0.003,-0.001,0.00419,211.0,-7.99,1678.0,-617.91,1.0,6550.0,148.0,1.225,1
0.0,0,1,0,0,0.395,0.007,-0.004,0.00119,190.0,-19.2,1818.0,-1325.08,1.0,6322.0,171.0,1.213,1
0.8805861510261107,0,0,0,0,0.3976,0.0398,-0.3976,0.335,19.6,-0.07,1018.0,-63.15,1.0,5341.0,182.0,0.801,0
0.991,0,0,0,0,0.918,0.026,-0.651,0.445,6.6,-1.25,1462.0,-689.77,1.0,5403.0,86.0,3.6,0
0.0,1,0,0,0,0.761,0.007,-0.005,0.00286,89.6,-14.5,1141.0,-173.27,1.0,5897.0,158.0,1.196,1
0.0,0,1,0,0,0.762,0.004,-0.009,0.00076,12.5,-41.0,2104.0,-2928.92,1.0,6613.0,181.0,1.925,1
0.0,0,1,0,0,1.103,0.036,-0.035,0.00927,119.0,-10.6,1935.0,-1359.81,1.0,6478.0,162.0,1.174,1
0.0,1,0,1,1,0.848,0.007,-0.598,0.597,7.2,-0.03,865.0,-25.43,1.0,3615.0,43.0,0.42,1
1.0,0,0,0,0,0.032,0.426,-0.032,0.335,31.9,-0.21,919.0,-57.45,1.0,6277.0,174.0,1.097,0
0.0,0,1,1,0,1.145,0.146,-0.048,0.00782,80.2,-7.28,1836.0,-801.83,1.0,6075.0,78.0,1.13,1
0.0,0,1,0,0,0.647,0.003,-0.003,0.0122,202.0,-16.8,1511.0,-629.49,1.0,7675.0,237.0,2.015,1
0.0,1,0,0,0,1.105,0.103,-0.085,1.3,64.7,-12.4,3359.0,-18150.39,1.0,6875.0,164.0,2.856,1
0.0,0,1,0,0,0.978,0.01,-0.108,0.00126,22.7,-9.0,845.0,-42.88,1.0,5855.0,158.0,0.944,1
0.7285929801865229,0,0,0,0,0.5196,0.0129,-0.4491,0.288,7.6,-0.46,1253.0,-363.36,1.0,6002.0,188.0,1.693,0
0.0,1,0,0,0,1.204,0.137,-0.125,1.5,8.2,-1.83,690.0,-14.04,1.0,5667.0,152.0,0.796,1
0.0,0,1,0,0,1.033,0.048,-0.044,0.00534,108.0,-4.42,680.0,-14.33,1.0,5461.0,180.0,0.846,1
0.3353931281291913,0,0,0,0,0.1835,0.2835,-0.1834,1.1,57.7,-0.31,225.0,-0.23,1.0,5128.0,193.0,0.988,0
0.953,0,0,0,0,0.37,0.08,-0.37,0.315,17.2,-0.15,1156.0,-140.13,1.0,6268.0,173.0,1.1,0
0.0,0,1,0,0,0.399,0.004,0.0,0.00114,248.0,-5.93,921.0,-50.59,1.0,5704.0,171.0,0.948,1
0.054,0,1,0,0,0.759,1.792,-0.034,0.0192,461.0,-1.62,1179.0,-118.65,1.0,4627.0,140.0,0.741,1
0.0,0,0,1,1,1.207,1.323,-0.172,0.563,12.4,-4.17,3536.0,-4640.33,1.0,5086.0,143.0,6.86,1
0.0,0,1,0,0,1.272,6.657,-0.09,0.126,188.0,-5.94,555.0,-7.54,1.0,6483.0,155.0,1.078,1
0.0,0,1,0,0,1.298,0.394,-0.169,0.0112,13.4,-11.0,2079.0,-1930.79,1.0,6491.0,146.0,1.371,1
0.4515369644795014,0,0,0,0,0.185,0.2842,-0.1848,0.329,10.6,-0.18,999.0,-94.21,1.0,6060.0,161.0,1.133,0
0.007,0,1,0,0,0.537,0.009,-0.007,0.00603,65.7,-7.44,1807.0,-929.25,1.0,6701.0,74.0,1.506,1
0.794,0,0,0,0,0.249,0.226,-0.249,0.224,21.1,-0.15,1125.0,-120.25,1.0,6243.0,169.0,1.084,0
0.0,1,0,0,0,0.616,0.008,-0.006,0.00238,110.0,-4.2,696.0,-14.02,1.0,5564.0,150.0,0.785,1
0.0,0,1,0,0,0.875,4.582,-0.104,1.5,398.0,-0.77,236.0,-0.18,2.0,4907.0,146.0,0.727,1
0.0,0,1,0,0,0.793,0.269,-0.061,0.00639,149.0,-2.35,1716.0,-509.93,1.0,5233.0,157.0,0.639,1
0.0,0,0,1,0,0.447,7.074111101966686,-0.682,0.9380813529287404,226.62925250392817,-0.09,1922.0,-1216.51,1.0,5709.0,154.0,0.938,1
0.0,0,1,0,0,0.305,0.011,-0.006,0.0023,238.0,-89.8,682.0,-45.14,1.0,5023.0,151.0,1.784,1
0.0,0,1,1,1,1.246,6.766,-0.1,0.645,282.0,-1.41,647.0,-10.51,1.0,3624.0,58.0,0.406,1
0.0,0,1,0,0,0.008,0.929,-0.008,0.918,42.2,-11.4,2246.0,-2666.95,1.0,4029.0,157.0,20.888,1
0.0719532755947399,0,0,0,0,0.3485,0.0982,-0.3485,3.3,37.1,-0.19,231.0,-0.22,1.0,5942.0,165.0,0.947,0
0.0,1,0,0,0,0.653,0.062,-0.145,0.678,96.9,-22.7,1133.0,-251.62,1.0,4764.0,142.0,6.883,1
0.0,0,1,0,0,0.352,0.006,-0.005,0.00297,228.0,-22.4,2095.0,-2425.75,1.0,6600.0,178.0,1.124,1
1.0,0,1,0,0,0.4544,0.0051,-0.4542,1.3,39.7,-0.15,201.0,-0.09,1.0,5689.0,156.0,0.894,1
